year,mediation ID,lateral,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party_type,third_party_locale,third_party,third_party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2013,129,multilateral,,Sudan,Darfur,SUD,regional,african,AU ,,,,R,AU,,,0,1,1,0,0,0,0,0,1,0,1,Ceasefire,"""The AUHIP’s mediation efforts in 2013 mainly focused on negotiations between the Government of Sudan and JEM. A round of negotiations mediated by the AUHIP led to the conclusion of a ceasefire on 10 February 2013.""",APP,,,,,,,,,,,,,,,,,
2013,130,multilateral,,Sudan,Darfur,SUD,regional,african,AU ,,,,R,AU,,,0,1,1,0,0,0,0,0,1,1,0,Protocol on the Participation of JEM-Sudan at the different levels of Government and on the Integration of its Forces,"""Another round of AU-mediated negotiations in March 2013 led to Protocol on the Participation of JEM-Sudan at the different levels of Government and on the Integration of its Forces on 29 March 2013.""",APP,,https://allafrica.com/stories/201304010329.html,,https://www.peaceagreements.org/view/876,,,,,,,,,,,,,
2013,131,multilateral,,Sudan,Darfur,SUD,regional,african,AU ,,Qatar,QAT,G,Qatar,,,0,1,1,0,0,0,1,0,1,1,0,Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur (DDPD),"""Another round of AU-mediated negotiations in April 2013 led to the Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur (DDPD) on 6 April 2013. This last agreement was based on the DDPD and all its annexes, as well as stipulated additional power-sharing and wealth-sharing provisions. The agreement also stipulated compensation and return of IDPs and refugees and included a permanent ceasefire.""",APP,,https://www.peaceagreements.org/viewmasterdocument/875,,,,,,,,,,,,,,,
2013,131,multilateral,,Sudan,Darfur,SUD,global,international,UN,,Qatar,QAT,G,Qatar,,,0,1,0,0,0,0,1,0,1,1,0,Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur (DDPD),"""Another round of AU-mediated negotiations in April 2013 led to the Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur (DDPD) on 6 April 2013. This last agreement was based on the DDPD and all its annexes, as well as stipulated additional power-sharing and wealth-sharing provisions. The agreement also stipulated compensation and return of IDPs and refugees and included a permanent ceasefire.""",APP,,https://www.peaceagreements.org/viewmasterdocument/875,,,,,,,,,,,,,,,
2013,131,multilateral,,Sudan,Darfur,SUD,state,nonwestern,Qatar,QAT,Qatar,QAT,G,Qatar,,,0,0,0,0,0,0,1,0,1,1,0,Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur (DDPD),"""Another round of AU-mediated negotiations in April 2013 led to the Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur (DDPD) on 6 April 2013. This last agreement was based on the DDPD and all its annexes, as well as stipulated additional power-sharing and wealth-sharing provisions. The agreement also stipulated compensation and return of IDPs and refugees and included a permanent ceasefire.""",APP,,https://www.peaceagreements.org/viewmasterdocument/875,,,,,,,,,,,,,,,
2013,137,multilateral,,Sudan,,SUD,regional,african,AU,,,,R,AU,,,0,1,1,0,0,0,0,0,0,0,0,,"""The AU mediated a round of peace talks between the SPLM-North and the Sudanese government on a political solution to the conflict from 23 to 27 April 2013, but these talks ended without agreement.""",APP,,,,,,,,,,,,,,,,,
2014,144,multilateral,,Sudan,Blue Nile; South Kordofan,SUD,regional,african,AU,,,,R,AU,,,0,1,1,0,0,0,0,0,0,0,0,,"""At the start of a round of negotiations on 25 February 2014, the Sudanese government accepted the draft framework agreement put forward by AUHIP to cease hostilities and deliver humanitarian aid to civilians in Sudan’s ‘Two Areas’ of Blue Nile and South Kordofan, but negotiations between the SPLM/A-N and the government were suspended on 2 March 2014 because the conflict parties disagreed on how the resolve the conflict.""",APP,,,,,,,,,,,,,,,,,
2014,145,multilateral,,Sudan,,SUD,regional,african,AU,,,,R,AU,,,0,1,1,0,0,0,0,0,0,0,0,,"""The AU mediated another round of negotiations between the SPLM-North and the Government of Sudan on 22 April 2014, but this round of negotiations also failed."" ",APP,,,,,,,,,,,,,,,,,
2014,146,multilateral,,Sudan,,SUD,regional,african,AU,,Uganda,UGA,G,AU,UN,,1,0,1,1,0,0,0,0,0,0,0,,"""On 27 January 2014, President al-Bashir announced the creation of a national dialogue to address Sudan’s political instability. On 31 January 2014, Sudan and Chad agreed to send special envoys to meet and encourage Darfur rebel groups that refused to sign a peace agreement with the Sudanese government, to engage in peace talks.  Several meetings were held throughout 2014 aimed at initiating a formal peace process between the Sudanese government and the SRF. The joint AU-UN Special Envoy, Mohamed Ibn Chambas, met with the SRF leadership in Kampala on 12 February 2014 to discuss the possibility of formal negotiations. To prepare for the national dialogue, the leaders of the SRF and the Umma Party, a Sudanese opposition party, decided to form an alliance at a meeting in Paris on 8 August 2014. They signed the Paris Declaration, calling for national dialogue.""",APP,,,,,,,,,,,,,,,,,
2014,146,multilateral,,Sudan,,SUD,global,international,UN,,Uganda,UGA,G,AU,UN,,1,0,1,1,0,0,0,0,0,0,0,,"""On 27 January 2014, President al-Bashir announced the creation of a national dialogue to address Sudan’s political instability. On 31 January 2014, Sudan and Chad agreed to send special envoys to meet and encourage Darfur rebel groups that refused to sign a peace agreement with the Sudanese government, to engage in peace talks.  Several meetings were held throughout 2014 aimed at initiating a formal peace process between the Sudanese government and the SRF. The joint AU-UN Special Envoy, Mohamed Ibn Chambas, met with the SRF leadership in Kampala on 12 February 2014 to discuss the possibility of formal negotiations. To prepare for the national dialogue, the leaders of the SRF and the Umma Party, a Sudanese opposition party, decided to form an alliance at a meeting in Paris on 8 August 2014. They signed the Paris Declaration, calling for national dialogue.""",APP,,,,,,,,,,,,,,,,,
2014,147,unilateral,,Sudan,Darfur; Kordofan; Blue Nile,SUD,state,african,Chad,CHA,Sudan,SUD,S,Chad,,,1,0,0,0,0,0,0,0,0,0,0,,"""On 27 January 2014, President al-Bashir announced the creation of a national dialogue to address Sudan’s political instability. On 31 January 2014, Sudan and Chad agreed to send special envoys to meet and encourage Darfur rebel groups that refused to sign a peace agreement with the Sudanese government, to engage in peace talks.  Several meetings were held throughout 2014 aimed at initiating a formal peace process between the Sudanese government and the SRF. The joint AU-UN Special Envoy, Mohamed Ibn Chambas, met with the SRF leadership in Kampala on 12 February 2014 to discuss the possibility of formal negotiations. To prepare for the national dialogue, the leaders of the SRF and the Umma Party, a Sudanese opposition party, decided to form an alliance at a meeting in Paris on 8 August 2014. They signed the Paris Declaration, calling for national dialogue.""",APP,,,,,,,,,,,,,,,,,
2014,148,multilateral,,Sudan,Darfur,SUD,global,international,UN,,France,FRN,G,AU,UN,,0,1,1,1,0,0,0,0,1,0,0,The Paris Declaration,"The UN and AU supported a meeting in Paris between the Sudan Revolutionary Front (SRF) and the National Umma Party (NUP), which culminated in the Paris Declaration.",https://reliefweb.int/report/sudan/west-darfur-displaced-hail-paris-declaration,,https://sudantribune.com/article50802/,,,,,,,,,,,,,,,
2014,148,multilateral,,Sudan,Darfur,SUD,regional,african,AU,,France,FRN,G,AU,UN,,0,1,1,1,0,0,0,0,1,0,0,The Paris Declaration,"The UN and AU supported a meeting in Paris between the Sudan Revolutionary Front (SRF) and the National Umma Party (NUP), which culminated in the Paris Declaration.",https://reliefweb.int/report/sudan/west-darfur-displaced-hail-paris-declaration,,https://sudantribune.com/article50802/,,,,,,,,,,,,,,,
2014,149,multilateral,,Sudan,Darfur,SUD,regional,african,AU,,Ethiopia,ETH,S,Ethiopia,,,1,0,1,1,0,0,0,0,0,0,0,,"""On 1 September 2014, leaders of the SRF met with the chairman of the AU High Level Implementation Panel (AUHIP), Thabo Mbeki, in Addis Ababa to discuss the format of future negotiations. On the basis of this discussion, the African Union’s Peace and Security Council issued Communique 456 on 15 September 2014, which stipulated that government’s talks with the Darfuris and SPLM-North should be conducted in a synchronized manner, referred to as the “one process, two tracks” approach. This effectively focused the negotiations on reaching a ceasefire in both Darfur and the two areas, while simultaneously implementing the national dialogue that al-Bashir had announced in January 2014. The alliance between the SRF and the Umma Party forged in Paris in August was reiterated and extended to include other traditional political party leaders and civil society representatives on 3 December 2014, with the signing of the Sudan Call.""",APP,,,,,,,,,,,,,,,,,
2014,150,multilateral,,Sudan,Darfur; South Kordofan; Blue Nile,SUD,regional,african,AU,,Ethiopia,ETH,R,AU,,,0,1,1,0,0,0,0,0,0,0,0,,"""A round of AUHIP-mediated negotiations between the SRF and the Sudanese government started in Addis Abba on 12 November 2014. This round of negotiations consisted of two track. The SLM/A-MM and the JEM negotiated with the government on a ceasefire in Darfur (the SLM/A-AW boycotted this round of talks with the government), while the SPLM/A-North negotiated on a ceasefire in the two areas. This round of negotiations ended with the AU mediation team announcing on 9 December 2014 that the government delegation and the SPLM-North failed to agree on a ceasefire. The reason for this deadlock was that the SPLM/A-North had insisted on a comprehensive solution for Sudan entirely, while Khartoum insisted on a cessation of hostilities for the Blue Nile and South Kordofan only. What is more, the Sudanese government had already initiated what it referred to as a deceive summer campaign in South Kordofan on 1 December 2014.""",APP,,,,,,,,,,,,,,,,,
2014,152,unilateral,,Sudan,Darfur,SUD,state,african,Chad,CHA,Chad,CHA,S,Chad,,,0,1,1,0,0,0,0,0,0,0,0,,"""The Sudanese Awakening Revolutionary Council (SARC) was established on 4 January 2014. The group was led by Musa Hilal, a chief of the Arab Mahamid tribe and former leader of the Janjaweed that conducted a massive counterinsurgency campaign against rebel groups in Darfur. In January 2014, Hilal defected from the Sudanese government. On 17 March 2014, President Omar al-Bashir sent a delegation to Darfur to negotiate with Musa Hilal. In late March 2014, Chad hosted peace talks between the conflict parties in the Chadian border town of Um Jaras, but this did not lead to an agreement. By late 2014, Hilal was running his own administration in North Darfur, with his troops controlling Saraf Umra town, Kutum town, Kabkabiya town, and the El Waha area. To this purpose, Hilal set up a council composed of native leaders to perform administrative and judicial functions in these areas. A tax system with various fees for vehicles travelling in their areas of control was also set up. SARC also profited from artisan gold mining in Jabal Amer.""",APP,,,,,,,,,,,,,,,,,
2015,155,multilateral,,Sudan,Blue Nile; South Kordofan ,SUD,regional,african,AU,,,,R,AU,,,1,1,1,0,0,0,0,0,0,0,0,,"""On 7 July 2015, Secretary–General of the SPLM/A-N Yasir Arman stated that the SPLM/A-N would not continue peace negotiations from where the last round of AU-led peace talks stopped. On 3 August 2015, President Omar al-Bashir met with AU chief mediator Thabo Mbeki to discuss peace in Blue Nile and South Kordofan states. The meeting between Mbeki and al-Bashir did not lead to a new date for the resumption of negotiations on the two areas. The Government of Sudan and the SPLM-North engaged in direct negotiations mediated by the AU between 19 and 23 November 2015. This round of negotiations focused on security arrangements.""",APP,,,,,,,,,,,,,,,,,
