year,mediation ID,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party,third-party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2004,61,,Sudan,,SUD,Eritrea,ERI,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,,https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,61,,Sudan,,SUD,Ethiopia,ETH,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,,https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,61,,Sudan,,SUD,Uganda,UGA,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,,https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,61,,Sudan,,SUD,Kenya,KEN,Kenya,KEN,G,IGAD,,,0,1,1,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,"The Special Envoy to the Sudan Peace Process and Ambassador of the Kenyan Government to Sudan, Lt. Gen. Lazaro K. Sumbeiywo, witnessed the signing of the Agreement on Permanent Ceasefire and Security Arrangements Implementation Modalities between the Government of Sudan (GOS) and the Sudan People's Liberation Movement/People's Liberation Army (SPLM/SPLA) During the Pre-interim and Interim Periods. The Kenyan cities of Nairobi and Naivasha played hosts to the Sudanese and South Sudanese peace negotiations across 2004 and into 2005, including for talks culminating in the Declaration on the Conclusion of IGAD Negotiations on Peace in the Sudan. Nairobi hosted talks, which culminated in the Nairobi Declaration on the Final Phase of the IGAD-led negotiations on Peace in Sudan. The Special Envoy to the Sudan Peace Process and Ambassador of the Kenyan Government to Sudan, Lt. Gen. Lazaro K. Sumbeiywo, witnessed the signing of the Agreement on Permanent Ceasefire and Security Arrangements Implementation Modalities between the Government of Sudan (GOS) and the Sudan People's Liberation Movement/People's Liberation Army (SPLM/SPLA) During the Pre-interim and Interim Periods.",https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,61,,Sudan,,SUD,United Kingdom,UKG,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,,https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,61,,Sudan,,SUD,United States of America,USA,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,,https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,61,,Sudan,,SUD,Norway,NOR,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,,https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,61,,Sudan,,SUD,Italy,ITA,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",APP,,https://reliefweb.int/report/sudan/sudan-agreement-wealth-sharing-during-pre-interim-and-interim-period,,https://www.peaceagreements.org/wview/385,,,,,,,,,,,,,
2004,62,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,IGAD,,Kenya,KEN,G,IGAD,,,0,1,1,0,0,0,0,0,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",APP,,,,,,,,,,,,,,,,,
2004,62,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,Eritrea,ERI,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",APP,,,,,,,,,,,,,,,,,
2004,62,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,Ethiopia,ETH,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",APP,,,,,,,,,,,,,,,,,
2004,62,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,Uganda,UGA,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",APP,,,,,,,,,,,,,,,,,
2004,62,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,Kenya,KEN,Kenya,KEN,G,IGAD,,,0,1,1,0,0,0,0,0,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",APP,,,,,,,,,,,,,,,,,
2004,62,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,United Kingdom,UKG,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",APP,,,,,,,,,,,,,,,,,
2004,62,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,United States of America,USA,Kenya,KEN,G,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",APP,,,,,,,,,,,,,,,,,
